city_id,city,country,date,latitude,longitude,temperature,max temperature,humidity,cloudiness,wind speed
207,Shakhovskaya,RU,1610068161,56.0283,35.5097,18.55,18.55,98,100,7.29
208,George Town,MY,1610067945,5.4112,100.3354,77.65,78.8,83,20,4.61
209,Ürümqi,CN,1610068164,43.801,87.6005,-5.8,-5.8,84,100,1.03
210,Nantucket,US,1610067966,41.2835,-70.0995,36.75,37.4,60,1,11.5
211,Sur,OM,1610068166,22.5667,59.5289,64.54,64.54,55,0,19.55
212,Awjilah,LY,1610068167,29.1081,21.2869,52.7,52.7,74,23,2.1
213,Ambilobe,MG,1610068169,-13.2,49.05,72.9,72.9,91,0,1.97
214,Keratea,GR,1610068170,37.8073,23.9769,55.44,59.0,88,20,3.44
215,Celestún,MX,1610068171,20.8667,-90.4,72.88,72.88,85,20,16.24
216,Lagoa,PT,1610068172,39.05,-27.9833,56.39,56.39,68,0,18.79
217,Tura,IN,1610068173,25.5198,90.2201,60.98,60.98,69,53,2.39
218,Nemuro,JP,1610068174,43.3236,145.575,24.8,24.8,93,90,19.57
219,Kawalu,ID,1610068177,-7.3817,108.2082,80.33,80.33,75,97,0.98
220,Solnechnyy,RU,1610068179,50.7214,136.6319,-14.08,-14.08,84,62,2.93
221,Palauig,PH,1610068180,15.435,119.9045,82.04,82.04,63,28,1.41
222,Ahipara,NZ,1610068182,-35.1667,173.1667,68.88,68.88,74,55,4.99
223,Buala,SB,1610068183,-8.145,159.5921,82.96,82.96,77,100,8.55
224,Katsuura,JP,1610068184,35.1333,140.3,38.7,39.2,56,75,20.71
225,Tiksi,RU,1610068185,71.6872,128.8694,-14.53,-14.53,88,100,17.43
226,Neuquén,AR,1610068186,-38.9516,-68.0591,80.6,80.6,22,0,3.44
227,Yako,BF,1610068188,12.9667,-2.2667,75.15,75.15,17,63,9.19
228,Salinópolis,BR,1610068189,-0.6136,-47.3561,80.92,80.92,80,21,10.85
229,Göksun,TR,1610068190,38.021,36.4973,37.4,37.4,87,0,5.75
230,Novikovo,RU,1610068191,51.1537,37.8879,36.73,36.73,96,100,13.56
231,Ocampo,MX,1610068193,21.65,-101.5,53.73,53.73,46,100,5.35
232,Sitka,US,1610067910,57.0531,-135.33,46.4,46.4,61,90,17.27
233,Barra de Tecoanapa,MX,1610068195,16.5167,-98.75,77.81,77.81,78,98,4.36
234,Saint-Augustin,CA,1610068197,51.226,-58.6502,39.43,39.43,85,100,23.98
235,Grinnell,US,1610068199,41.743,-92.7224,29.84,33.8,86,90,8.05
236,Hong Kong,HK,1610068036,22.2855,114.1577,45.05,48.0,63,99,1.99
237,Muros,ES,1610068201,42.7762,-9.0603,33.6,37.0,89,1,3.0
238,Tuatapere,NZ,1610068203,-46.1333,167.6833,60.01,60.01,72,84,11.01
239,Aden,YE,1610067938,12.7794,45.0367,75.0,75.0,71,0,16.26
240,Kitui,KE,1610068205,-1.367,38.0106,62.04,62.04,72,0,5.21
241,Husavik,IS,1610068208,66.0449,-17.3389,26.6,26.6,93,90,23.02
242,Geraldton,AU,1610068209,-28.7667,114.6,98.6,98.6,12,21,21.85
243,Paamiut,GL,1610068211,61.994,-49.6678,25.41,25.41,94,100,15.5
244,Praia da Vitória,PT,1610068212,38.7333,-27.0667,52.5,53.6,76,75,18.5
245,Lompoc,US,1610068213,34.6391,-120.4579,56.53,57.99,82,1,11.5
246,Caucayá,CO,1610068214,-0.1934,-74.7819,72.72,72.72,95,96,0.94
247,Kenora,CA,1610068089,49.8167,-94.4337,23.0,23.0,86,40,5.75
248,Vao,NC,1610068217,-22.6667,167.4833,79.11,79.11,87,100,19.6
249,Cidreira,BR,1610068218,-30.1811,-50.2056,75.7,75.7,88,100,7.67
250,Eilat,IL,1610068219,29.5581,34.9482,60.8,60.8,55,0,7.47
251,Kamenka,RU,1610068220,51.3223,42.7678,34.0,34.0,97,100,15.08
252,Nieuw Amsterdam,SR,1610068223,5.8833,-55.0833,80.29,80.6,83,40,4.61
253,Bourail,NC,1610068224,-21.5667,165.4833,85.1,85.1,71,100,8.77
254,Jatibonico,CU,1610068225,21.9419,-79.17,67.86,67.86,87,20,5.99
255,Kahului,US,1610068226,20.8947,-156.47,77.85,84.2,51,40,5.75
256,Sault Ste. Marie,CA,1610068046,46.5168,-84.3333,22.15,24.8,63,1,4.61
257,Johnson City,US,1610068229,36.3134,-82.3535,38.39,39.2,81,90,4.68
258,Bikin,RU,1610068230,46.8161,134.26,-15.83,-15.83,83,96,4.18
259,Tamandaré,BR,1610068231,-8.7597,-35.1047,77.79,77.79,80,12,8.59
260,Blackwater,AU,1610068232,-23.5833,148.8833,78.44,78.44,69,98,13.15
261,Ponta do Sol,PT,1610068233,32.6667,-17.1,49.91,53.01,75,100,13.0
262,Pacific Grove,US,1610068060,36.6177,-121.9166,55.81,57.2,77,1,5.75
263,Gigmoto,PH,1610068237,13.7796,124.39,78.28,78.28,87,100,16.33
264,Lavrentiya,RU,1610068238,65.5833,-171.0,-12.59,-12.59,84,0,4.68
265,Centerville,US,1610068239,39.6284,-84.1594,34.05,36.0,69,90,10.36
266,Zyryanskoye,RU,1610068241,56.8306,86.6258,-10.32,-10.32,84,100,8.68
267,Khatassy,RU,1610068242,61.9036,129.6383,-47.2,-47.2,59,100,2.24
268,Mount Gambier,AU,1610068157,-37.8333,140.7667,75.2,75.2,38,0,12.66
269,Olinda,BR,1610068094,-8.0089,-34.8553,78.8,78.8,73,75,9.22
270,Wanning,CN,1610068245,18.8003,110.3967,57.02,57.02,87,100,18.61
271,Hamza,UZ,1610068247,40.4264,71.4956,21.2,21.2,73,75,4.61
272,Markova,UA,1610068248,48.6758,24.4138,29.16,29.16,93,50,2.66
273,Leningradskiy,RU,1610068249,69.3833,178.4167,-10.98,-10.98,85,97,6.22
274,Atar,MR,1610068251,20.5169,-13.0499,68.4,68.4,37,0,1.3
275,Izumo,JP,1610068072,35.3667,132.7667,26.6,26.6,80,75,18.41
276,Provideniya,RU,1610068253,64.3833,-173.3,-7.29,-7.29,82,5,3.87
277,Karīmganj,IN,1610068257,24.8667,92.35,60.21,60.21,79,6,3.69
278,Saiha,IN,1610068258,22.4833,92.9667,59.79,59.79,59,100,3.11
279,Dikson,RU,1610068259,73.5069,80.5464,15.94,15.94,97,93,13.27
280,Tavda,RU,1610068261,58.0425,65.2726,-2.36,-2.36,89,100,8.32
281,Kushmurun,KZ,1610068262,52.4503,64.6311,-13.45,-13.45,83,86,6.98
282,Westport,US,1610068263,41.1415,-73.3579,31.14,33.01,59,1,6.91
283,Dukat,RU,1610068264,62.55,155.55,-14.3,-14.3,81,0,1.07
284,Pāsighāt,IN,1610068266,28.0667,95.3333,59.05,59.05,64,15,2.66
285,New Baltimore,US,1610068267,42.6811,-82.7369,32.32,33.01,80,75,9.22
286,Nāgar Karnūl,IN,1610068268,16.4821,78.3247,64.94,64.94,86,0,6.04
287,Domoni,KM,1610068269,-12.2569,44.5319,79.52,79.52,79,13,6.51
288,Vasyshcheve,UA,1610068270,49.8285,36.3269,42.4,42.8,93,75,11.18
289,Hambantota,LK,1610068272,6.1241,81.1185,71.6,71.6,100,20,1.14
290,Konya Province,TR,1610068273,38.1667,32.5,35.6,35.6,93,0,3.44
291,Inuvik,CA,1610068274,68.3499,-133.7218,6.8,10.4,85,0,1.14
292,Zambezi,ZM,1610068275,-13.5432,23.1047,66.58,66.58,96,100,6.93
293,Valdivia,CL,1610068129,-39.8142,-73.2459,57.2,57.2,72,0,4.61
294,Tautira,PF,1610068278,-17.7333,-149.15,84.11,84.2,65,40,5.75
295,Kenai,US,1610068279,60.5544,-151.2583,32.92,34.0,55,20,24.16
296,Le Port,RE,1610068280,-20.9373,55.2919,67.55,73.4,68,0,8.05
297,Werder,DE,1610068281,52.3787,12.934,33.89,35.01,93,97,5.59
298,Gardez,AF,1610068282,33.5974,69.2259,18.36,18.36,93,94,3.0
299,Timbiquí,CO,1610068284,2.7717,-77.6654,75.13,75.13,91,96,2.06
300,Petropavlovsk-Kamchatskiy,RU,1610068286,53.0452,158.6483,3.2,3.2,55,0,6.71
301,Taksimo,RU,1610068287,56.3444,114.8794,-10.7,-10.7,81,100,3.27
302,Dali,CN,1610068288,25.7,100.1833,44.24,44.24,77,71,2.93
303,Muroto-misakicho,JP,1610068290,33.2833,134.15,30.2,30.2,43,20,2.3
304,Sirte,LY,1610068291,31.2089,16.5887,65.89,65.89,44,100,11.14
305,Airai,TL,1610068293,-8.9266,125.4092,70.47,70.47,91,80,3.09
306,Aklavik,CA,1610068294,68.2191,-135.0107,-11.2,-11.2,77,1,4.61
307,Grand-Santi,GF,1610068296,4.25,-54.3833,73.76,73.76,96,100,2.62
308,Baykit,RU,1610068297,61.67,96.37,-17.05,-17.05,80,0,4.32
309,Paciran,ID,1610068298,-6.8767,112.3761,78.31,78.31,84,100,9.89
310,Cartagena,CO,1610068034,10.3997,-75.5144,80.6,80.6,83,0,9.22
311,Amapá,BR,1610068300,1.0,-52.0,72.81,72.81,94,100,2.3
312,Touros,BR,1610068302,-5.1989,-35.4608,78.8,78.8,78,20,11.5
313,Clarence Town,AU,1610068303,-32.5833,151.7833,73.4,75.2,46,40,21.85
314,Turiaçu,BR,1610068304,-1.6633,-45.3717,76.42,76.42,89,8,4.43
315,Tuktoyaktuk,CA,1610068305,69.4541,-133.0374,-7.6,-7.6,77,1,10.36
316,Vila Velha,BR,1610068306,-20.3297,-40.2925,78.39,78.8,73,0,10.36
317,Kelamangalam,IN,1610068308,12.6,77.85,69.8,69.8,100,40,4.61
318,Dunda,TZ,1610068309,-8.1167,34.25,64.69,64.69,94,28,1.99
319,Walvis Bay,NA,1610068310,-22.9575,14.5053,66.09,68.0,88,99,8.05
320,Agde,FR,1610068311,43.3108,3.4758,24.8,24.8,86,0,5.75
321,Binahaan,PH,1610068312,13.9906,121.7581,78.01,78.01,84,100,8.99
322,Camocim,BR,1610068314,-2.9022,-40.8411,79.83,79.83,80,0,11.12
323,Meaford,CA,1610068200,44.6001,-80.583,23.81,26.01,77,89,1.99
324,Shāhganj,IN,1610068316,26.05,82.6833,59.0,59.0,100,0,4.61
325,Yelanskiy,RU,1610068317,56.8419,62.5014,-1.08,-1.08,92,100,8.5
326,Kaitangata,NZ,1610068318,-46.2817,169.8464,59.0,59.0,62,49,10.0
327,Magdagachi,RU,1610068320,53.45,125.8,-19.52,-19.52,84,83,4.0
328,Taoudenni,ML,1610068321,22.6783,-3.9836,73.27,73.27,23,92,5.37
329,San Policarpo,PH,1610068322,12.1791,125.5072,78.46,78.46,92,100,11.23
330,Kirakira,SB,1610068323,-10.4544,161.9205,84.29,84.29,75,100,8.3
331,Nome,US,1610068324,64.5011,-165.4064,5.0,5.0,72,90,6.91
332,Progreso,MX,1610068326,21.2833,-89.6667,72.32,73.0,83,75,4.61
333,Srednekolymsk,RU,1610068327,67.45,153.6833,-22.07,-22.07,85,84,1.79
334,Port Blair,IN,1610068145,11.6667,92.75,80.46,80.46,81,0,10.47
335,Upata,VE,1610068329,8.0086,-62.3989,75.99,75.99,89,100,3.0
336,Scarborough,GB,1610068330,54.2797,-0.4044,33.78,35.01,93,100,1.01
337,Aripuanã,BR,1610068045,-9.1667,-60.6333,72.97,72.97,97,100,2.46
338,Otradnoye,RU,1610068333,59.7775,30.8181,23.92,24.8,86,75,11.18
339,Lumby,CA,1610068334,50.2498,-118.969,28.74,32.0,86,100,5.75
340,Pandan,PH,1610068336,14.0453,124.1694,79.03,79.03,85,100,20.56
341,Tauragė,LT,1610068338,55.2522,22.2897,30.18,30.18,98,100,1.19
342,Mīzan Teferī,ET,1610068339,6.9833,35.5833,64.62,64.62,70,0,2.35
343,Riberalta,BO,1610068340,-10.9833,-66.1,71.64,71.64,97,27,1.05
344,Oktyabr'skiy,RU,1610068341,54.4815,53.471,12.43,12.43,94,100,12.84
345,Riviere-au-Renard,CA,1610068342,48.9957,-64.3971,28.4,28.4,74,90,13.8
346,Saint-Louis,SN,1610068345,16.3333,-15.0,78.8,78.8,53,0,2.3
347,Bengkulu,ID,1610068346,-3.8004,102.2655,78.48,78.48,76,97,4.32
348,Contamana,PE,1610068347,-7.3333,-75.0167,70.75,70.75,95,83,1.66
349,Rocha,UY,1610068348,-34.4833,-54.3333,67.57,67.57,55,0,3.6
350,Pevek,RU,1610068350,69.7008,170.3133,-9.54,-9.54,91,100,3.36
351,Birao,CF,1610068351,10.2849,22.7882,67.78,67.78,25,0,6.58
352,Isangel,VU,1610068206,-19.55,169.2667,87.8,87.8,74,75,9.22
353,Samarai,PG,1610068353,-10.6167,150.6667,84.13,84.13,75,100,14.27
354,Umluj,SA,1610068354,25.0213,37.2685,75.29,75.29,48,0,8.66
355,Paka,MY,1610068356,4.6374,103.4368,80.31,80.6,83,40,8.05
356,Naze,JP,1610068357,28.3667,129.4833,50.0,50.0,76,75,11.5
357,La Ronge,CA,1610068358,55.1001,-105.2842,29.28,30.2,69,60,4.61
358,Hargeisa,SO,1610068359,9.56,44.065,53.49,53.49,88,19,12.53
359,Howard Springs,AU,1610068360,-12.497,131.047,90.07,91.99,74,75,3.44
360,Nakamura,JP,1610068362,32.9833,132.9333,29.75,29.75,92,99,6.93
361,Kalabo,ZM,1610068363,-14.97,22.6814,69.78,69.78,90,100,1.83
362,Polunochnoye,RU,1610068364,60.8697,60.4153,-9.53,-9.53,92,100,3.2
363,Tawao,MY,1610068365,4.2498,117.8871,77.0,77.0,94,20,5.99
364,Sungai Penuh,ID,1610068305,-2.0833,101.3833,68.65,68.65,84,100,3.29
365,Pauini,BR,1610068368,-7.7136,-66.9764,72.95,72.95,97,100,3.09
366,Hay River,CA,1610068262,60.8156,-115.7999,22.12,23.0,80,0,8.05
367,Ust-Nera,RU,1610068370,64.5667,143.2,-29.49,-29.49,73,99,3.47
368,Belaya Gora,RU,1610068371,68.5333,146.4167,-15.0,-15.0,88,100,3.24
369,Normandin,CA,1610068372,48.8333,-72.5321,17.6,17.6,79,0,14.97
370,Port Augusta,AU,1610068374,-32.5,137.7667,85.12,90.0,60,0,13.8
371,Merauke,ID,1610068375,-8.4667,140.3333,80.47,80.47,81,100,8.3
372,Rāmkola,IN,1610068376,26.9042,83.8411,54.45,54.45,76,0,6.08
373,Otane,NZ,1610068377,-39.8833,176.6333,77.18,77.18,48,29,5.17
374,Viseu,PT,1610068378,40.661,-7.9097,33.01,33.01,71,98,10.0
375,Hokitika,NZ,1610068380,-42.7167,170.9667,67.37,67.37,74,6,10.85
376,Saint George,US,1610068239,37.1041,-113.5841,47.55,48.99,27,1,3.09
377,Burnie,AU,1610068382,-41.0667,145.9167,69.55,70.0,59,0,5.01
378,Gizo Government Station,SB,1610068384,-8.103,156.8419,85.32,85.32,71,65,9.19
379,Eureka,US,1610068386,40.8021,-124.1637,52.83,54.0,72,100,1.01
380,Bariloche,AR,1610068243,-41.1456,-71.3082,55.4,55.4,54,0,17.27
381,Buchanan,LR,1610068389,5.8808,-10.0467,77.0,77.0,94,40,5.57
382,Nakhon Nayok,TH,1610068390,14.1667,101.1,77.47,79.0,79,0,7.38
383,Kumul,CN,1610068392,42.8,93.45,8.29,8.29,64,35,5.35
384,Cap Malheureux,MU,1610068393,-19.9842,57.6142,72.0,72.0,76,0,3.0
385,Rodolfo Sánchez Taboada,MX,1610068394,31.7167,-116.5667,57.99,57.99,85,100,1.99
386,Wewak,PG,1610068395,-3.5534,143.6268,84.13,84.13,73,100,2.77
387,Buraidah,SA,1610068396,26.326,43.975,53.6,53.6,100,75,9.22
388,Tilichiki,RU,1610068397,60.4667,166.1,-9.35,-9.35,89,98,9.84
389,Ippy,CF,1610068399,6.2679,21.2247,70.45,70.45,23,100,5.01
390,Kamina,CD,1610068400,-8.7386,24.9906,64.06,64.06,99,100,5.7
391,Williston,US,1610068401,48.147,-103.618,28.08,30.0,80,90,1.01
392,Severo-Kuril'sk,RU,1610068402,50.6789,156.125,22.86,22.86,85,100,9.82
393,Manokwari,ID,1610068164,-0.8667,134.0833,82.67,82.67,72,99,2.8
394,Yerbogachën,RU,1610068405,61.2767,108.0108,0.45,0.45,92,100,10.13
395,Zhigansk,RU,1610068406,66.7697,123.3711,-33.0,-33.0,83,100,13.49
396,Jiuquan,CN,1610068409,39.7432,98.5174,-1.1,-1.1,78,0,4.68
397,Minyar,RU,1610068411,55.0709,57.5485,11.75,11.75,91,89,4.41
398,Tsimmerbude,RU,1610068412,54.675,20.1347,32.0,32.0,100,90,4.47
399,Araouane,ML,1610068413,18.9048,-3.5265,73.51,73.51,20,0,9.71
400,Vondrozo,MG,1610068414,-22.8167,47.2833,68.56,68.56,100,54,1.52
401,Isabela,PH,1610068415,6.7085,121.9711,86.0,86.0,70,40,2.3
402,Miles City,US,1610068417,46.4083,-105.8406,33.8,33.8,80,90,6.91
403,Bonga,ET,1610068418,7.2833,36.2333,60.44,60.44,81,46,1.21
404,Bolbec,FR,1610068419,49.5732,0.4734,34.38,39.2,65,0,9.22
405,Sioux Lookout,CA,1610068421,50.1001,-91.917,19.4,19.4,100,75,9.22
406,Mossamedes,AO,1610068423,-15.1961,12.1522,70.93,70.93,82,99,9.6
407,Khāsh,IR,1610068424,28.2211,61.2158,24.39,24.39,59,0,5.68
408,Serenje,ZM,1610068425,-13.2325,30.2352,62.87,62.87,93,94,2.24
409,Dalbandin,PK,1610068426,28.8947,64.4101,30.49,30.49,80,0,5.48
410,Shelburne,CA,1610068429,44.0787,-80.2041,19.76,21.2,79,1,5.75
411,Sibolga,ID,1610068430,1.7427,98.7792,79.05,79.05,81,83,2.8
412,Beïnamar,TD,1610068431,8.6698,15.3813,70.54,70.54,22,100,3.27
413,Norsup,VU,1610068433,-16.0667,167.3833,86.32,86.32,70,87,4.9
414,Valparaíso,CL,1610068395,-33.0393,-71.6273,60.8,60.8,94,20,9.22
415,Vila Franca do Campo,PT,1610068436,37.7167,-25.4333,53.6,53.6,62,20,14.97
416,Roald,NO,1610068437,62.5833,6.1333,30.06,33.8,69,90,12.66
417,Stephenville,US,1610068438,32.2207,-98.2023,42.33,42.8,65,1,5.75
418,Anito,PH,1610068439,12.4497,125.2886,77.72,77.72,92,100,10.65
419,Maceió,BR,1610068441,-9.6658,-35.7353,75.2,75.2,88,0,3.44
420,Catuday,PH,1610068442,16.2923,119.8062,78.28,78.28,81,98,11.56
421,Pathein,MM,1610068443,16.7833,94.7333,74.35,74.35,72,0,4.92
422,Road Town,VG,1610068444,18.4167,-64.6167,77.0,77.0,78,40,8.05
423,Atasū,KZ,1610068445,48.6814,71.6433,-23.4,-23.4,86,0,1.83
424,Yangi Marg`ilon,UZ,1610068447,40.4272,71.7189,21.2,21.2,73,75,4.61
425,Sola,VU,1610068448,-13.8833,167.55,89.6,89.6,84,40,5.75
426,Waingapu,ID,1610068449,-9.6567,120.2641,84.16,84.16,68,16,1.36
427,Buerarema,BR,1610068391,-14.9594,-39.2997,80.6,80.6,83,40,6.91
428,Wollongong,AU,1610068429,-34.4333,150.8833,68.31,70.0,75,93,12.59
429,Kampot,KH,1610068452,10.6167,104.1833,76.24,77.0,69,20,5.75
430,Baton Rouge,US,1610068455,30.4508,-91.1545,47.68,48.2,66,90,14.97
431,Gberia Fotombu,SL,1610068456,9.8833,-11.1667,71.1,71.1,43,45,3.27
432,Aksu,CN,1610068457,41.1231,80.2644,10.26,10.26,83,100,3.06
433,Sabla,NG,1610068458,12.7525,4.7077,74.14,74.14,17,30,10.65
434,Nyurba,RU,1610068460,63.2842,118.3319,0.95,0.95,93,100,5.64
435,Picuí,BR,1610068461,-6.5106,-36.3469,71.58,71.58,80,56,17.94
436,Abu Dhabi,AE,1610068462,24.4667,54.3667,58.44,60.8,48,0,6.91
437,Narsaq,GL,1610068463,60.9167,-46.05,35.6,35.6,93,90,5.75
438,Raudeberg,NO,1610068464,61.9875,5.1352,35.01,35.01,76,84,11.39
439,Shihezi,CN,1610068466,44.3,86.0333,-8.21,-8.21,83,93,1.57
440,Saint Anthony,US,1610068467,45.0205,-93.218,22.46,24.8,80,90,2.86
441,Coyhaique,CL,1610068468,-45.5752,-72.0662,55.4,55.4,54,75,4.61
442,Nadym,RU,1610068469,65.5333,72.5167,-14.6,-14.6,88,0,11.16
443,Akdağmadeni,TR,1610068471,39.6603,35.8836,38.26,38.26,69,100,3.56
444,Ixtapa,MX,1610068472,20.7,-105.2,71.31,71.6,83,90,5.75
445,Ilulissat,GL,1610068474,69.2167,-51.1,14.0,14.0,73,75,19.57
446,Lorengau,PG,1610068475,-2.0226,147.2712,86.68,86.68,65,86,7.36
447,Norfolk,US,1610068110,42.1668,-71.2495,32.38,34.0,55,1,5.75
448,Vardø,NO,1610068478,70.3705,31.1107,23.32,23.32,95,13,24.99
449,Bathsheba,BB,1610068479,13.2167,-59.5167,78.8,78.8,73,40,17.27
450,Manyana,BW,1610068480,-23.4,21.7167,71.19,71.19,77,100,9.86
451,Nogliki,RU,1610068481,51.8333,143.1667,-13.95,-13.95,79,44,11.68
452,Dhārchula,IN,1610068483,29.85,80.5333,49.53,49.53,32,25,6.62
453,Bernburg,DE,1610068484,51.8,11.7333,33.06,35.01,88,94,5.23
454,Salamiyah,SY,1610068485,35.0113,37.0532,52.32,52.32,55,87,10.87
455,Hemsedal,NO,1610068486,60.8629,8.5534,0.0,0.0,87,100,1.21
456,Ngunguru,NZ,1610068487,-35.6167,174.5,64.49,64.49,93,100,7.56
457,San Vicente,AR,1610068489,-26.6167,-54.1333,66.25,66.25,100,95,2.35
458,Vila do Maio,CV,1610068490,15.1333,-23.2167,73.4,73.4,78,0,13.8
459,Mitha Tiwana,PK,1610068491,32.2486,72.1108,50.9,50.9,63,0,1.77
460,Nakodar,IN,1610068492,31.1258,75.4733,50.0,50.0,90,0,0.76
461,Nichinan,JP,1610068493,31.6,131.3667,33.8,33.8,51,20,12.66
462,Norman Wells,CA,1610068495,65.282,-126.8329,-7.6,-7.6,84,1,5.75
463,Goderich,CA,1610068496,43.7501,-81.7165,24.8,24.8,86,58,8.05
464,Itarema,BR,1610068497,-2.9248,-39.9167,79.81,79.81,81,0,14.32
465,Ciudad Bolivar,VE,1610068499,8.1222,-63.5497,78.49,78.49,77,100,13.04
466,Evensk,RU,1610068500,61.95,159.2333,-10.16,-10.16,78,3,2.24
467,Bud,US,1610068502,39.447,-86.1758,35.01,35.01,78,100,10.87
468,El Cobre,CU,1610068503,20.0489,-75.9469,75.2,75.2,78,20,5.75
469,Kimbe,PG,1610068505,-5.5502,150.1429,90.25,90.25,58,100,3.24
470,Ous,RU,1610068506,60.9058,61.5186,-5.4,-5.4,92,100,2.8
471,Sept-Îles,CA,1610068322,50.2001,-66.3821,21.92,23.0,68,100,10.36
472,Aachen,DE,1610068338,50.7766,6.0834,34.14,36.0,94,100,5.99
473,Lubyany,RU,1610068510,56.0378,51.4,14.0,14.0,85,90,15.66
474,Pāli,IN,1610068511,25.7667,73.3333,55.62,55.62,63,0,7.4
475,Ancud,CL,1610068513,-41.8697,-73.8203,50.07,55.99,66,75,8.05
476,Znamenka,RU,1610068514,52.4167,41.4311,35.33,35.33,99,100,12.57
477,Saurimo,AO,1610068515,-9.6608,20.3916,63.79,63.79,95,100,5.75
478,Sungai Raya,ID,1610068517,0.7,108.9,77.74,77.74,89,100,5.59
